http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492158,". Ричи у меня на даче передушил всю живность, не успеваю отбивать: птенцы, лягушки, кузнечики, ящерицы. Прям садюга какая-то!Заодно и вредителей же  я за крота свою расцеловала прям  правда она уже за белок взялась.Оба бенгала прекрасно ходят гулять на 5-тиметровой собачьей рулетке. И они прямо тянут шнур, бегут вперёд.Вот это очень интересно, прям даёт ошейник одеть и не беспокоит это его?Я с Ричи даже в лес ходила гулять.Моя кошка и без поводка с нами в лес ходитИз недостатков. Очень навязчивые в общении. Если я только взглянула на Ричи, он ловит мой взгляд, радостно мыркает утробно и бросается гладится, хоть я его и не звала вовсе.Интересно.Это она не просто корм выпрашивает, а пакетик с паучем.Ого, моя тоже  просит именно пакетик  смотрит в глаза и бодаетЧем попало кормить нельзя, слабые желудки. Ирония судьбы: Ричи, который сам вызывает у многих страшную аллергию, сам жутко страдает от неё. Сейчас осеннее обострение, об любого корма текут глаза и весь чешется. Я уже замучилась с ним.Своеобразная порода, но мне нравится. И не только из-за окраса (хотя это была первоначальная любовь).Большое спасибо, очень красивые кошки, просто восторг для меня",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492172,"Вот это очень интересно, прям даёт ошейник одеть и не беспокоит это его?Соня год назад вообще не переносила шлейку. Как только надевали, сразу падала набок. Но, это очень умные кошки. Потом она как-то смекнула, что раз шлейка - значит гулять. Быстро освоила и рулетку. Та всё же собачья, тяжеловато вытягивается. Соня тянет изо всех сил, любит со мной по дачным улицам гулять. А у Ричи есть ошейник с бубенцом. Стоит позвенеть, моментально является и протягивает голову: давай надевай. Он прекрасно знает, что сейчас его будут выпускать на улицу.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492190,"Моя кошка и без поводка с нами в лес ходитБенгалы никогда не пойдут за вами. Это ниже их достоинства. Это вы бежите за ними мелкой рысью. Ричи обычно на улице делает вид. что он меня не знает, и вообще ""эта тётка""  страшно раздражает его.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492306,"Бенгалы никогда не пойдут за вами. Это ниже их достоинства. Это вы бежите за ними мелкой рысью. Ричи обычно на улице делает вид. что он меня не знает, и вообще ""эта тётка""  страшно раздражает его.мой бобтейл тоже делает вид, что сам по себе, но идёт за нами и ругается  но кошка ходит именно за младшим сыном, часто сопровождает его на прогулке, за другими не пойдёт.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492350,"но кошка ходит именно за младшим сыном, часто сопровождает его на прогулке, за другими не пойдёт.Наши бенгалы прут через лес, как мамонты. Только успевай - беги за ними, уклоняясь от веток. Рулетку вытягивают на все пять метров. Это, конечно, надоедает. Пытаешься скорректировать движение, чтоб не ломиться через мелкий ельник. В ответ слышишь такие кошачьи маты!",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492357,"Наши бенгалы прут через лес, как мамонты. Только успевай - беги за ними, уклоняясь от веток. Рулетку вытягивают на все пять метров. Это, конечно, надоедает. Пытаешься скорректировать движение, чтоб не ломится через мелкий ельник. В ответ слышишь такие кошачьи маты!Ну надо же как интересно, а вы их не отпускаете без поводка погулять? Могут убежать или не стерилизованные?",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492405,"Ну надо же как интересно, а вы их не отпускаете без поводка погулять? Могут убежать или не стерилизованные?Оба бенгала кастрированные. Поэтому на любовные приключения не рвутся. Но, дикая кровь присутствует, поэтому убежать подальше - им очень любо. Домашних кошек вообще не рекомендуют пускать в свободный выгул. А бенгалы ещё и дорогая порода, я элементарно боюсь, что их украдут. Нет, в чужие руки они не даются. Но, кому надо - подманят.Уверена, что придут назад откуда хочешь. Ричи однажды у нас убегал на сутки. Дочь забыла закрыть на щеколду окно в летней бане, где он ночевал. Как я поняла, Ричи гулял всю ночь, весь вымок под дождём. Но, не  только вернулся к дому, но и запрыгнул назад в не очень удобное для этого окно. И лёг спать на своё место, как ни в чём не бывало.Они очень умные, моментально делают выводы из ситуации. Как ни странно, Ричи у нас более дикий, чем Соня, хотя по внешнему типу он не очень соответствует бенгалу. Морда у него обычного Васьки, только уши бенгальские.Очень люблю обоих. Необычные коты. Очень бы хотелось пообщаться с теми, кто держит бенгалов. Но, вот не найду никак.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492499,"Кстати, о темпераменте бенгалов. Оба дважды чуть не самоубились. Ричи на даче падал с крыши на бетонные ступеньки плашмя: пытался мне понравиться и катался на крыше террасы. Второй раз начал резко выкручиваться из рук, когда я его спускала  с чердака. Вырвался  из рук и ударился об нижнюю ступеньку лестницы со всей дури. Оба раза я распрощалась с котом. Это просто ужас!Сонька падала мне в открытую кастрюлю с кипящим борщом. Уже писала об этом. В последний момент сумела отбить её рукой в сторону. А вчера муж чуть с ума не рехнулся от стресса. Сонька сорвалась с антресолей, опрокинув на себе самую большую кошачью переноску. Видимо переноска её накрыла. Сонька дико кричала от боли. У мужа шок. Час не выходила из щелей. Муж её уже похоронил. Потом вылезла из-под кровати... А я на даче с Ричи.С этими бенгалами никогда не расслабишься.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492520,"@Серая лесная дичь я не кошатница, но ваши фотографии всегда для меня как комикс, мини-история. С такой любовью и знанием пишете об этой породе, читаю с удовольствием! И Ричи люблю за его мужскую нежность к вам, а Сонька это просто шантропа Очень обаятельные животные с индивидуальностью!",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=107570&do=findComment&comment=11492529,"@Серая лесная дичь я не кошатница, но ваши фотографии всегда для меня как комикс, мини-история. С такой любовью и знанием пишете об этой породе, читаю с удовольствием! И Ричи люблю за его мужскую нежность к вам, а Сонька это просто шантропа Очень обаятельные животные с индивидуальностью!А я вот всё время зависаю на сайте одного блогера с питбулями. Понимаю его. Зверская порода, а они его слушаются беспрекословно.  Он такой ""властелин колец"". А у меня бенгалы. Просто дикие зверушки. Им на тебя пофиг. Но  вот добиться уважения от них - не менее сложная задача!",Unknown
