http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178447,"freyaУ меня таксюха… Прикольный такой.    Покупали мы его на птичьем рынке, это если вы в Москве живете, недорого 2000 руб. Мы для себя брали, не для выставок.Ухода за этой породой особого не надо. Единственное.. У них слабые позвоночники и до 6 месяцев их гулять надо выносить (если лифта нет).. Вообще м по лестницам  им ходить не рекомендуется до этого возраста.Но характер у них.. ух.. Шебутной такой, покоя от него нет.. все ему надо знать, где , кто, куда..Потом они не очень приветливы с новыми незнакомыми ему людьми.. и лают и лают, если кто незнакомый им в дом придет, шумные вообще м.Детей не очень жалуют, т. к. ревнуют очень к хозяйке, но если у он выбрал себе хозяина… то любовь с их стороны гарантирована.. Постороннему человеку дотронутся до вас не даст. Любят очень всех в кучу собирать ..Наш спать не уляжется пока не проверит все в кроватях и на месте или нет!",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178455,"Мята Спасибо , съезжу на Птичку, посмотрю. А окрас у них кроме черного и рыжего бывает какой-нибудь?",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178463,"freyaБывает типа коричневый.. такой светло-светло-коричневый.. не знаю как называется(у пуделей называют персиковый) , а вот у такс не знаю  .Да забыла еще сказать, у продавца спросите небыло ли у щенка в породе заболеваний позвоночника, они по наследству передаются..И узнайте привит щенок или нет.Если скажут что привит детской прививкой, ерунда все это....Нам так ветеринар сказал. Прививали заново.Желаю удачи и терпения( оно понадобится с такой породой)  и удачного приобретения",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178559,"Ещё про такс, у меня таксюшка , и у сестры .Поэтому расскажу про один ньюансик - таксы -девочки признают своим хозяином ТОЛЬКО мужчин! А таксы -мальчики -женщин. Проверено. У меня знакомая - заводчик такс, она подтвердит. У меня девочка, так вот я её рОстила, кормила-гуляла-лечила-няньчилась как с дитём, но бестолку - она обожает до поросячего визга только моего МЧ. Хотя он приступил к воспитанию когда ей было года 2-2,5 . Мне позволяет только кормить её, а за него ляжет под колёса.!!Есть сайты, очень много про такс , поищи по поисковику.И ещё -покупай лучше не на рынке, а по объявлениям ( в том же Инете), и ищи не бракованных щенков, которых дешево продают, а внеплановых, есть вероятность ведь купить собаку больную и с наследственными заболеваниями.Черные и рыжие таксы дешевле намного муаровых (шоколадных).И они действительно много гавкают.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178564,"Да, кстати , ты знаешь градацию такс на стандартных (толстые кабанчики, неподъёмные), карликовых ( 4-5 кг, как большой котяра)и кроличьи ( как йокширский терьер или чуть больше, 3-4 кг) .Чем меньше тем дороже.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178779,"Я такого хочу. А еще видела один раз такса с седыми пятнышками, такой интересный! Наверное, это муаровый и есть.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178832,"Белкосяни хрена! у меня все !!! собаки у мамы были девочки и все признавали только ее!!! А сейчас такса, это нечтоОна все жрет!!! сгрызла всю обувь у всех, за что бывала и бита и наказана, но она настолько обворожительна, что злиться долго просто сил нет!!!Брали на Птичке, мама хотела карликовую, но получилась Тина. Но уж красива, не то слово, по улице с ней спокойно нельзя гулять, все спрашивают где брали, и можно ли щенков попоросить...У нее крепкие лапы, не худые (мне не нравятся с тоненькими лапками) и на хвосте, пузе и лапах длинная шерсть...",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=178924,"Ткса - это красиво и замечательно. Но это - охотничья норная собака. И инстинкты у ней ого-го! Не удивляйтесь, если она во время игры выроет нору в любимом диване. Если у неё будет ехать крыша при нехватке движения... Держать таксу в городе - ответственное решение, надо обладать свободным временем и воспитательным талантом.А вообще - ведь как повезет с животинкой... freya - удачи.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=179314,"Я долго обдумывала это решение, постараюсь, чтобы таксику было хорошо. Собачку уже выбрала, если получится, вставлю фотку. За ней в питомник надо ехать. На выходных скатаюсь.",Unknown
http://forum.moya-semya.ru/index.php?app=forums&module=forums&controller=topic&id=5487&do=findComment&comment=179329,"Не, фото вставить не получилось, скачивается вся страничка. Там такой маленький гладкошерстный рыженький щенок.",Unknown
